lemma,stem,part_of_speech_id
ojaanimizi,ojaanimizi,vai
ojaanimiziikaazo,ojaanimiziikaazo,vai
ojepii,ojepii,vai
ojibidoon,ojibid,vti2
ojibinigo,ojibinigo,vai
ojibinigogaade,ojibinigogaade,vai
ojibinigonike,ojibinigonike,vai
ojibinigoninjii,ojibinigoninjii,vai
ojibinigozide,ojibinigozide,vai
ojibizh,ojibiN,vta
ojibobidoon,ojibobid,vti2
ojibode,ojibode,vii
ojibogwaadan,ojibogwaad,vti
ojibogwaade,ojibogwaade,vii
ojibogwaazh,ojibogwaaN,vta
ojibogwaazo,ojibogwaazo,vai
ojiboshkaa,ojiboshkaa,vii
ojibozo,ojibozo,vai
ojibwaabaawe,ojibwaabaawe,vai
ojibwaakide,ojibwaakide,vii
ojibwaakizo,ojibwaakizo,vai
ojibwemo,ojibwemo,vai
ojibwemonodaadiwag,ojibwemonodaadi,vai
ojibwemonodaw,ojibwemonodaw,vta
ojibwemotaadiwag,ojibwemotaadi,vai
ojibwemotaw,ojibwemotaw,vta
ojibwewi,ojibwewi,vai
ojibwewibii'an,ojibwewibii',vti
ojibwewibii'igaade,ojibwewibii'igaade,vii
ojibwewibii'ige,ojibwewibii'ige,vai
ojibwewinikaadan,ojibwewinikaad,vti
ojibwewinikaade,ojibwewinikaade,vii
ojibwewinikaazh,ojibwewinikaaN,vta
ojibwewinikaazo,ojibwewinikaazo,vai
ojibwewisidoon,ojibwewisid,vti2
ojibwewisin,ojibwewisin,vii
ojichaago,ojichaago,vai
ojichaagobiishin,ojichaagobiishin,vii
ojiibikaawan,ojiibikaawan,vii
ojiibikaawi,ojiibikaawi,vai
ojiigaabaawadoon,ojiigaabaawad,vti2
ojiigaabaawazh,ojiigaabaawaN,vta
ojiigaabaawe,ojiigaabaawe,vai
ojiigaabaawe,ojiigaabaawe,vii
ojiigide,ojiigide,vii
ojiim,ojiim,vta
ojiimaani,ojiimaani,vai
ojiindan,ojiind,vti
ojiindiwag,ojiindi,vai
ojiindiwi-giizhigad,ojiindiwigiizhigad,vii
ojiishaawigane,ojiishaawigane,vai
ojiishanowe,ojiishanowe,vai
ojiishidaamikane,ojiishidaamikane,vai
ojiishigaade,ojiishigaade,vai
ojiishigwayawe,ojiishigwayawe,vai
ojiishiingwe,ojiishiingwe,vai
ojiishijaane,ojiishijaane,vai
ojiishijiizi,ojiishijiizi,vai
ojiishindibe,ojiishindibe,vai
ojiishinike,ojiishinike,vai
ojiishininjii,ojiishininjii,vai
ojiishitawage,ojiishitawage,vai
ojiishizi,ojiishizi,vai
ojiishizide,ojiishizide,vai
ojijiingwanabi,ojijiingwanabi,vai
ojijise,ojijise,vii
okaaden,okaaden,vta
okaadenan,okaaden,vti
okaadenidizo,okaadenidizo,vai
okaadenigaade,okaadenigaade,vii
okaadenige,okaadenige,vai
okaadi,okaadi,vai
okanaapine,okanaapine,vai
okaniwaapine,okaniwaapine,vai
okawi',okawi',vta
okawitoon,okawit,vti2
oko'idiwag,oko'idi,vai
okobizowag,okobizo,vai
okogaabawiwag,okogaabawi,vai
okogewag,okoge,vai
okoginoon,okogin,vii
okogiwag,okogi,vai
okonaasi,okonaasi,vai
okonaasike,okonaasike,vai
okoozhi,okoozhi,vai
okoshim,okoshim,vta
okoshinoog,okoshin,vai
okosidaw,okosidaw,vta
okosidoon,okosid,vti2
okosijigaade,okosijigaade,vii
okosijigaazo,okosijigaazo,vai
okosijige,okosijige,vai
okosinoon,okosin,vii
okwaakoshim,okwaakoshim,vta
okwaakoshinoog,okwaakoshin,vai
okwaakosidoon,okwaakosid,vti2
okwaakosijige,okwaakosijige,vai
okwaakosinoon,okwaakosin,vii
okwaakowebinan,okwaakowebin,vti
okwabiwag,okwabi,vai
okwagomowag,okwagomo,vai
okwakidewan,okwakide,vii
okwakizowag,okwakizo,vai
okwapide,okwapide,vii
okwapidoon,okwapid,vti2
okwapizh,okwapiN,vta
okwapizo,okwapizo,vai
okwiinadoon,okwiinad,vii
okwiinowag,okwiino,vai
omaamaayi,omaamaayi,vai
omagoode,omagoode,vai
omakakomi,omakakomi,vai
omakizini,omakizini,vai
omashkiigoomo,omashkiigoomo,vai
omashkiigoowi,omashkiigoowi,vai
omashkikiimi,omashkikiimi,vai
omashkimodaa,omashkimodaa,vai
omazina'igani,omazina'igani,vai
omba'an,omba',vti
ombaabate,ombaabate,vii
ombaabiigin,ombaabiigin,vta
ombaabiiginan,ombaabiigin,vti
ombaabiiginigaade,ombaabiiginigaade,vii
ombaabiiginigaazo,ombaabiiginigaazo,vai
ombaabiiginige,ombaabiiginige,vai
ombaabiigiweba'wi,ombaabiigiweba'w,vta
ombaagamide,ombaagamide,vii
ombaagamishkan,ombaagamishk,vti
ombaagamizo,ombaagamizo,vai
ombaajiwanzo,ombaajiwanzo,vai
ombaakon,ombaakon,vta
ombaakonan,ombaakon,vti
ombaakwa',ombaakwa'w,vta
ombaakwa'an,ombaakwa',vti
ombaakwa'ige,ombaakwa'ige,vai
ombaangeni,ombaangeni,vai
ombaashi,ombaashi,vai
ombaashim,ombaashim,vta
ombaasidoon,ombaasid,vti2
ombaasijige,ombaasijige,vai
ombaasin,ombaasin,vii
ombaasindoon,ombaasind,vti2
ombagoode,ombagoode,vii
ombagoodoon,ombagood,vti2
ombagoojin,ombagoojin,vai
ombagoozh,ombagooN,vta
ombakamigaa,ombakamigaa,vii
ombatesewigaade,ombatesewigaade,vai
ombatesewizide,ombatesewizide,vai
ombi',ombi',vta
ombibagizo,ombibagizo,vai
ombibide,ombibide,vii
ombibidoon,ombibid,vti2
ombibijigaade,ombibijigaade,vii
ombibijigaazo,ombibijigaazo,vai
ombibijige,ombibijige,vai
ombibizh,ombibiN,vta
ombibizo,ombibizo,vai
ombide,ombide,vii
ombidiyeni,ombidiyeni,vai
ombigaaden,ombigaaden,vta
ombigaadeni,ombigaadeni,vai
ombigamide,ombigamide,vii
ombigamizan,ombigamiz,vti
ombigamizige,ombigamizige,vai
ombigi',ombigi',vta
ombigi'aawaso,ombigi'aawaso,vai
ombigi,ombigi,vai
ombigitoon,ombigit,vti2
ombigwaashkwani,ombigwaashkwani,vai
ombigwaashkwanodan,ombigwaashkwanod,vti
ombiigizi,ombiigizi,vai
ombiigwewe,ombiigwewe,vai
ombiigwewe,ombiigwewe,vii
ombiigwewengwaam,ombiigwewengwaam,vai
ombiigwewengwaamo,ombiigwewengwaamo,vai
ombiigweweshim,ombiigweweshim,vta
ombiigweweshin,ombiigweweshin,vai
ombiigwewesidoon,ombiigwewesid,vti2
ombiigwewesin,ombiigwewesin,vii
ombijiishkaa,ombijiishkaa,vai
ombijiizan,ombijiiz,vti
ombijiizo,ombijiizo,vai
ombikweni,ombikweni,vai
ombim,ombim,vta
ombin,ombin,vta
ombinamaw,ombinamaw,vta
ombinan,ombin,vti
ombinigaadan,ombinigaad,vti
ombinigaade,ombinigaade,vii
ombinigaazo,ombinigaazo,vai
ombinige,ombinige,vai
ombinikeni,ombinikeni,vai
ombishkaa,ombishkaa,vai
ombishkaa,ombishkaa,vii
ombiwane',ombiwane',vta
ombiwane,ombiwane,vai
ombiwanen,ombiwane,vai
ombiweba',ombiweba'w,vta
ombiweba'an,ombiweba',vti
ombiwebin,ombiwebin,vta
ombiwebinan,ombiwebin,vti
ombiwidoon,ombiwid,vti2
ombiwizh,ombiwiN,vta
ombizideni,ombizideni,vai
ombizo,ombizo,vai
omboom,omboom,vta
omboomigo,omboomigo,vai
omboondan,omboond,vti
ombwewebin,ombwewebin,vta
ombwewebinan,ombwewebinan,vta
ombwewebinigaade,ombwewebinigaade,vii
ombwewebinigaazo,ombwewebinigaazo,vai
ombwewebinige,ombwewebinige,vai
ombweyaashi,ombweyaashi,vai
ombweyaasin,ombweyaasin,vii
omigidaamikane,omigidaamikane,vai
omigidiye,omigidiye,vai
omigigaade,omigigaade,vai
omigii,omigii,vai
omigiingwe,omigiingwe,vai
omigiiwi,omigiiwi,vai
omigiiwidiye,omigiiwidiye,vai
omigiiwigaade,omigiiwigaade,vai
omigiiwiingwe,omigiiwiingwe,vai
omigiiwijaane,omigiiwijaane,vai
omigiiwinike,omigiiwinike,vai
omigiiwininjii,omigiiwininjii,vai
omigiiwiskatigwe,omigiiwiskatigwe,vai
omigiiwitawage,omigiiwitawage,vai
omigiiwitigwaane,omigiiwitigwaane,vai
omigiiwizide,omigiiwizide,vai
omigijaane,omigijaane,vai
omigindibe,omigindibe,vai
omiginike,omiginike,vai
omigininjii,omigininjii,vai
omigitawage,omigitawage,vai
omigizide,omigizide,vai
omiigwani,omiigwani,vai
omiikininjii'waaniwi,omiikininjii'waaniwi,vai
omisenyi,omisenyi,vai
omishoomisi,omishoomisi,vai
omisimi,omisimi,vai
omitigomi,omitigomi,vai
omitigwaabii,omitigwaabii,vai
omitigwaabiimi,omitigwaabiimi,vai
omookomaani,omookomaani,vai
omoonzomi,omoonzomi,vai
omoozhwaagani,omoozhwaagani,vai
onaabam,onaabam,vta
onaabanad,onaabanad,vii
onaabandamaw,onaabandamaw,vta
onaabandan,onaaband,vti
onaabanjigaade,onaabanjigaade,vii
onaabanjigaazo,onaabanjigaazo,vai
onaabanjige,onaabanjige,vai
onaabemi,onaabemi,vai
onaabikishim,onaabikishim,vta
onaabikizh,onaabikizhw,vta
onaabikizhan,onaabikizh,vti
onaagibidoon,onaagibid,vti2
onaagibizh,onaagibiN,vta
onaagin,onaagin,vta
onaaginan,onaagin,vti
onaagonen,onaagonen,vta
onaagoshi-miijin,onaagoshimiiji,vti3
onaagoshi-wiisini,onaagoshiwiisini,vai
onaagoshin,onaagoshi,vii
onaakon,onaakon,vta
onaakonan,onaakon,vti
onaakonige,onaakonige,vai
onaakosidoon,onaakosid,vti2
onabi',onabi',vta
onabi'iwe,onabi'iwe,vai
onabi,onabi,vai
onabiitaadiwag,onabiitaadi,vai
onabiitaw,onabiitaw,vta
onabise,onabise,vai
onaboobiimi,onaboobiimi,vai
onada',onada'w,vta
onada'an,onada',vti
onadin,onadin,vta
onadinan,onadin,vti
onadinige,onadinige,vai
onagim,onagim,vta
onagindaaso,onagindaaso,vai
onagindamaw,onagindamaw,vta
onagindan,onagind,vti
onaginde,onaginde,vii
onaginzo,onaginzo,vai
onagoode,onagoode,vii
onagoodoon,onagood,vti2
onagoojige,onagoojige,vai
onagoojin,onagoojin,vai
onagoozh,onagooN,vta
onagoozi,onagoozi,vai
onagwaagani,onagwaagani,vai
onakidoon,onakid,vti2
onakizh,onakiN,vta
onamegosi,onamegosi,vai
onapide,onapide,vii
onapidoon,onapid,vti2
onapijige,onapijige,vai
onapizh,onapiN,vta
onapizo,onapizo,vai
onashkina',onashkina',vta
onashkinachige,onashkinachige,vai
onashkinade,onashkinade,vii
onashkinadoon,onashkinad,vti2
onashkinatoon,onashkinat,vti2
onda'adoo,onda'adoo,vai
onda'amaazo,onda'amaazo,vai
onda'ibii,onda'ibii,vai
onda'oozh,onda'ooN,vta
ondaa'ago,ondaa'ago,vai
ondaa'an,ondaa',vti
ondaa'ogo,ondaa'ogo,vai
ondaabanigozi,ondaabanigozi,vai
ondaabas,ondaabasw,vta
ondaabasan,ondaabas,vti
ondaabate,ondaabate,vii
ondaabiginasimwe,ondaabiginasimwe,vai
ondaabiigad,ondaabiigad,vii
ondaabiigishim,ondaabiigishim,vta
ondaabiigishin,ondaabiigishin,vai
ondaabiigisidoon,ondaabiigisid,vti2
ondaabiigisin,ondaabiigisin,vii
ondaabogo,ondaabogo,vai
ondaaboode,ondaaboode,vii
ondaaboozo,ondaaboozo,vai
ondaada'e,ondaada'e,vai
ondaadad,ondaadad,vii
ondaadagaa,ondaadagaa,vai
ondaadagaako,ondaadagaako,vai
ondaadagaakobatoo,ondaadagaakobatoo,vai
ondaadagaazii,ondaadagaazii,vai
ondaadage,ondaadage,vai
ondaadizi,ondaadizi,vai
ondaadiziike,ondaadiziike,vai
ondaagime,ondaagime,vai
ondaagimekawe,ondaagimekawe,vai
ondaagimikawe,ondaagimikawe,vai
ondaagimose,ondaagimose,vai
ondaagiwebishkige,ondaagiwebishkige,vai
ondaagonagii,ondaagonagii,vai
ondaagone,ondaagone,vai
ondaagonebizo,ondaagonebizo,vai
ondaajim,ondaajim,vta
ondaajimo,ondaajimo,vai
ondaanagidoone,ondaanagidoone,vai
ondaanakwad,ondaanakwad,vii
ondaandawe,ondaandawe,vai
ondaanimad,ondaanimad,vii
ondaanimizi,ondaanimizi,vai
ondaapi,ondaapi,vai
ondaashi,ondaashi,vai
ondaashkaa,ondaashkaa,vii
ondaasin,ondaasin,vii
ondaawadaaso,ondaawadaaso,vai
ondaawadoon,ondaawad,vti2
ondaawanidiwag,ondaawanidi,vai
ondaawazh,ondaawaN,vta
ondaazakonenjige,ondaazakonenjige,vai
ondaazhagaame,ondaazhagaame,vai
ondaazhagaamebizo,ondaazhagaamebizo,vai
ondadaawangose,ondadaawangose,vai
ondadaawe,ondadaawe,vai + o
ondadamon,ondadamo,vii
ondademo,ondademo,vai
ondadewe,ondadewe,vai
ondagoode,ondagoode,vii
ondagoojin,ondagoojin,vai
ondakii'ige,ondakii'ige,vai
ondakii'o,ondakii'o,vai
ondakwazhiwe,ondakwazhiwe,vai
ondam,ondam,vta
ondamaajimo,ondamaajimo,vai
ondamaajimotaadiwag,ondamaajimotaadi,vai
ondamaakizige,ondamaakizige,vai
ondamaanagidoone,ondamaanagidoone,vai
ondamaawaso,ondamaawaso,vai
ondamaazakonenjige,ondamaazakonenjige,vai
ondamakamigizi,ondamakamigizi,vai
ondamanjige,ondamanjige,vai
ondamanokii,ondamanokii,vai
ondamanoozo,ondamanoozo,vai
ondamataage,ondamataage,vai
ondamendan,ondamend,vti
ondamendi,ondamendi,vai
ondamenim,ondamenim,vta
ondami',ondami',vta
ondami'idiwag,ondami'idi,vai
ondami'iwe,ondami'iwe,vai
ondamibii,ondamibii,vai
ondamiikan,ondamiik,vti
ondamiikaw,ondamiikaw,vta
ondamim,ondamim,vta
ondamingwaami,ondamingwaami,vai
ondamingwaamo,ondamingwaamo,vai
ondamishkaa,ondamishkaa,vai
ondamishkan,ondamishk,vti
ondamishkigaade,ondamishkigaade,vii
ondamitaa,ondamitaa,vai
ondamiwidoon,ondamiwid,vti2
ondamiwizh,ondamiwiN,vta
ondamizi,ondamizi,vai
ondamon,ondamon,vii
ondamoonzhe,ondamoonzhe,vai
ondandan,ondand,vti
ondanjige,ondanjige,vai
ondanoozo,ondanoozo,vai
ondawazo,ondawazo,vai
ondawazon,ondawazo,vai + o
onde,onde,vii
ondendi,ondendi,vai
ondenim,ondenim,vta
ondenindiwag,ondenindi,vai
ondin,ondin,vii
ondin,ondin,vta
ondinamaadizo,ondinamaadizo,vai
ondinamaazo,ondinamaazo,vai
ondinamaw,ondinamaw,vta
ondinan,ondin,vti
ondinigaade,ondinigaade,vii
ondinigaazo,ondinigaazo,vai
ondinige,ondinige,vai
ondinise,ondinise,vai
ondisinii,ondisinii,vai
ondizi,ondizi,vai
ondoode,ondoode,vai
ondoom,ondoom,vta
ondoomaawaso,ondoomaawaso,vai
ondoomigo,ondoomigo,vai
ondoondan,ondoond,vti
ondose,ondose,vai
ondweweba'idiwag,ondweweba'idi,vai
ondwewebatoo,ondwewebatoo,vai
ondwewebiisaa,ondwewebiisaa,vii
ondwewebiisaan,ondwewebiisaan,vii
ondweweyaadagaa,ond==wewe==yaadagaa,vai
ondweweyaadagaako,ondweweyaadagaako,vai
ondweweyaadagaazii,ondweweyaadagaazii,vai
ondweweyaagone,ondweweyaagone,vai
ondweweyaagonebatoo,ondweweyaagonebatoo,vai
ondweweyaanimad,ondweweyaanimad,vii
onibiimi,onibiimi,vai
oniijaanisensi,oniijaanisensi,vai
oniijaanisi,oniijaanisi,vai
oniijaanisim,oniijaanisim,vta
onikodan,onikod,vti
onikozh,onikoN,vta
onin,onin,vta
oninamaa,oninamaa,vai
oninamaw,oninamaw,vta
oninan,onin,vti
oninasabii,oninasabii,vai
oningwani,oningwani,vai
oningwanisi,oningwanisi,vai
oninigaade,oninigaade,vii
oninigaazo,oninigaazo,vai
oninige,oninige,vai
oninjigani,oninjigani,vai
onishkaa,onishkaa,vai
onishkaabatoo,onishkaabatoo,vai
onizh,onizhw,vta
onizhamaw,onizhamaw,vta
onizhan,onizh,vti
onizhigaade,onizhigaade,vii
onizhigaazo,onizhigaazo,vai
onizhige,onizhige,vai
onizhishaanikwe,onizhishaanikwe,vai
onizhishendan,onizhishend,vti
onizhishenim,onizhishenim,vta
onizhishenimo,onizhishenimo,vai
onizhishi',onizhishi',vta
onizhishi,onizhishi,vai
onizhishiigad,onizhishiigad,vii
onizhishiigizi,onizhishiigizi,vai
onizhishin,onizhishin,vii
onizhishinaagwad,onizhishinaagwad,vii
onizhishitoon,onizhishit,vti2
onizhwi,onizhw,vta
onji',onji',vta
onji'aawaso,onji'aawaso,vai
onji'idiwag,onji'idi,vai
onji'iwe,onji'iwe,vai
onjiba'idiwag,onjiba'idi,vai
onjiba'igo,onjiba'igo,vai
onjibaa,onjibaa,vai
onjibatoo,onjibatoo,vai
onjibatwaadan,onjibatwaad,vti
onjibatwaazh,onjibatwaaN,vta
onjibide,onjibide,vii
onjibidoon,onjibid,vti2
onjibiisaa,onjibiisaa,vii
onjibizh,onjibiN,vta
onjibizo,onjibizo,vai
onjibizoni',onjibizoni',vta
onjibizonitoon,onjibizonit,vti2
onjidaabaadan,onjidaabaad,vti
onjidaabaade,onjidaabaade,vii
onjidaabaazh,onjidaabaaN,vta
onjidaabaazo,onjidaabaazo,vai
onjidaabii',onjidaabii',vta
onjidaabii'iwe,onjidaabii'iwe,vai
onjidaabii,onjidaabii,vai
onjigaa,onjigaa,vai
onjigaa,onjigaa,vii
onjigawidoone,onjigawidoone,vai
onjigidaazo,onjigidaazo,vai
onjigozi,onjigozi,vai
onjigwaashkwani,onjigwaashkwani,vai
onjii,onjii,vai
onjiimagad,onjiimagad,vii
onjijiwan,onjijiwan,vii
onjikawe,onjikawe,vai
onjinanidiwag,onjinanidi,vai
onjinawe',onjinawe',vta
onjinazh,onjinaN,vta
onjinigaadan,onjinigaad,vti
onjinigaazh,onjinigaaN,vta
onjinige,onjinige,vai
onjinizhikaw,onjinizhikaw,vta
onjinizhimo,onjinizhimo,vai
onjipon,onjipo,vii
onjise,onjise,vai
onjise,onjise,vii
onjishimo,onjishimo,vai
onjishkawa'o,onjishkawa'o,vai
onjishkawaadagaako,onjishkawaadagaako,vai
onjishkawabi,onjishkawabi,vai
onjishkawakwazhiwe,onjishkawakwazhiwe,vai
onjishkawibatoo,onjishkawibatoo,vai
onjishkawise,onjishkawise,vai
onjishkawishkaa,onjishkawishkaa,vai
onjitigweyaa,onjitigweyaa,vii
onjiwane,onjiwane,vai
onjiwebishkan,onjiwebishk,vti
onjiwebishkaw,onjiwebishkaw,vta
onjiwidaaso,onjiwidaaso,vai
onjiwidoon,onjiwid,vti2
onjiwijigaade,onjiwijigaade,vii
onjiwijigaazo,onjiwijigaazo,vai
onjiwijige,onjiwijige,vai
onjiwizh,onjiwiN,vta
onwaachige,onwaachige,vai
onwaatoon,onwaat,vti2
onwaawe,onwaawe,vai
onwaawese,onwaawese,vai
onzaabam,onzaabam,vta
onzaabandan,onzaaband,vti
onzaabi,onzaabi,vai
onzaamaabaawadoon,onzaamaabaawad,vti2
onzaamaabaawazh,onzaamaabaawaN,vta
onzaamaabaawe,onzaamaabaawe,vai
onzaamaabaawe,onzaamaabaawe,vii
onzaamaabikide,onzaamaabikide,vii
onzaamaaboono,onzaamaaboono,vai
onzaamaagamanjige,onzaamaagamanjige,vai
onzaamaagonagaa,onzaamaagonagaa,vii
onzaamaajimo,onzaamaajimo,vai
onzaamaajimotaw,onzaamaajimotaw,vta
onzaamaakide,onzaamaakide,vii
onzaamaakiz,onzaamaakizw,vta
onzaamaakizan,onzaamaakiz,vti
onzaamaakizige,onzaamaakizige,vai
onzaamaakizo,onzaamaakizo,vai
onzaamaanimad,onzaamaanimad,vii
onzaamaapi',onzaamaapi',vta
onzaamaapi,onzaamaapi,vai
onzaamaapitoon,onzaamaapit,vti2
onzaamadaawe,onzaamadaawe,vai
onzaamashkina',onzaamashkina',vta
onzaamashkinadoon,onzaamashkinad,vti2
onzaamashkine,onzaamashkine,vai
onzaamashkine,onzaamashkine,vii
onzaamendi,onzaamendi,vai
onzaamenimo,onzaamenimo,vai
onzaami'o,onzaami'o,vai
onzaamibadoon,onzaamibad,vti2
onzaamibagizo,onzaamibagizo,vai
onzaamibatoo,onzaamibatoo,vai
onzaamibazh,onzaamibaN,vta
onzaamibide,onzaamibide,vii
onzaamibii,onzaamibii,vai
onzaamibii,onzaamibii,vii
onzaamibizo,onzaamibizo,vai
onzaamichige,onzaamichige,vai
onzaamide,onzaamide,vii
onzaamidoon,onzaamidoon,vai
onzaamidoone,onzaamidoone,vai
onzaamigaamo,onzaamigaamo,vai
onzaamigidaazo,onzaamigidaazo,vai
onzaamigiizhwe,onzaamigiizhwe,vai
onzaamiikan,onzaamiik,vti
onzaamiikaw,onzaamiikaw,vta
onzaamiinad,onzaamiinad,vii
onzaamiino,onzaamiino,vai
onzaamine,onzaamine,vai
onzaamingwaam,onzaamingwaam,vai
onzaamingwaami,onzaamingwaami,vai
onzaamingwaamo,onzaamingwaamo,vai
onzaamitoon,onzaamit,vti2
onzaamiwane,onzaamiwane,vai
onzaamiz,onzaamizw,vta
onzaamizan,onzaamiz,vti
onzaamizh,onzaamizhw,vta
onzaamizhan,onzaamizh,vti
onzaamizo,onzaamizo,vai
onzan,onz,vti
onzekwe,onzekwe,vai
onzigaade,onzigaade,vii
onzigaazo,onzigaazo,vai
onzige,onzige,vai
onzikaa,onzikaa,vai
onzikaa,onzikaa,vii
onzom,onzom,vta
onzomaawaso,onzomaawaso,vai
onzonge,onzonge,vai
oodenawi'idiwag,oodenawi'idi,vai
oodetoo,oodetoo,vai
oojiinsikaa,oojiinsikaa,vii
ookomisi,ookomisi,vai + o
ookwewaade,ookwewaade,vii
ookwewaazo,ookwewaazo,vai
ookwewan,ookwewan,vii
ookwewi,ookwewi,vai
opaa',opaa',vta
opaa'idiwag,opaa'idi,vai
opaa'iwe,opaa'iwe,vai
opaakamigizi,opaakamigizi,vai
opaam,opaam,vta
opaama'amaazo,opaama'amaazo,vai
opimebi,opimebi,vai
opimese,opimese,vai
opimeshim,opimeshim,vta
opimeshin,opimeshin,vai
opimesidoon,opimesid,vti2
opimesin,opimesin,vii
opimewebin,opimewebin,vta
opimewebinan,opimewebin,vti
opimewebishkan,opimewebishk,vti
opimewebishkaw,opimewebishkaw,vta
opiniikaa,opiniikaa,vii
opwaaganike,opwaaganike,vai
osayenyi,osayenyi,vai
oshaakamaw,oshaakamaw,vta
oshaakamigizi,oshaakamigizi,vai
oshaakaw,oshaakaw,vta
oshaam,oshaam,vta
oshaawewezige,oshaawewezige,vai
oshedinaa,oshedinaa,vii
oshekamigaa,oshekamigaa,vii
osheyaabikaa,osheyaabikaa,vii
oshezigoshkaa,oshezigoshkaa,vii
oshkaabewisiwi,oshkaabewisiwi,vai
oshkabinoojiinyiwi,oshkabinoojiinyiwi,vai
oshkagoode,oshkagoode,vai
oshkagoojin,oshkagoojin,vai
oshkakizine,oshkakizine,vai
oshkanzhii,oshkanzhii,vai
oshkanzhiinsi,oshkanzhiinsi,vai
oshkanzhiiwataage,oshkanzhiiwitaage,vai
oshkaya'aawi,oshkaya'aawi,vai
oshkaya'iiwan,oshkaya'iiwan,vii
oshkayi'iiwan,oshkayi'iiwan,vii
oshkazhigane,oshkazhigane,vai
oshki'o,oshki'o,vai
oshki-aya'aawi,oshkiaya'aawi,vai
oshki-bimaadizi,oshkibimaadizi,vai
oshki-dibikad,oshkidibikad,vii
oshki-ininiiwi,oshkiininiiwi,vai
oshki-manoominike,oshkimanoominike,vai
oshki-niibin,oshkiniibin,vii
oshki-nitaage,oshkinitaage,vai
oshki-ziigwan,oshkiziigwan,vii
oshkibabagiwayaane,oshkibabagiwayaane,vai
oshkibabiinzikawaagane,oshkibabiinzikawaagane,vai
oshkidaabaane,oshkidaabaane,vai
oshkigi,oshkigi,vai
oshkigiboodiyegwaazone,oshkigiboodiyegwaazone,vai
oshkigin,oshkigin,vii
oshkigoodaase,oshkigoodaase,vai
oshkiinaagozi,oshkiinaagozi,vai
oshkiinaagwad,oshkiinaagwad,vii
oshkiinzhigoke,oshkiinzhigoke,vai
oshkijiimaane,oshkijiimaane,vai
oshkijiishkiwagad,oshkijiishkiwagad,vii
oshkijiishkiwaginan,oshkijiishkiwagin,vti
oshkikawe,oshkikawe,vai
oshkikonaye,oshkikonaye,vai
oshkiminjikaawane,oshkiminjikaawane,vai
oshkinawekaazo,oshkinawekaazo,vai
oshkinawewi,oshkinawewi,vai
oshkiniigii,oshkiniigii,vai
oshkiniigikwewi,oshkiniigikwewi,vai
oshkinzhii,oshkinzhii,vai
oshkiwaakaa'igane,oshkiwaakaa'igane,vai
oshkiwiiwakwaane,oshkiwiiwakwaane,vai
otawagaa,otawagaa,vai
owaagaakwado,owaagaakwado,vai
owaagwaakwadomi,owaagwaakwadomi,vai
owaawano,owaawano,vai
owiigiwaami,owiigiwaami,vai
owiijiiwaagani,owiijiiwaagani,vai
owiijikiwenyi,owiijikiwenyi,vai
owiinimo,owiinimo,vai
owiinimom,owiinimom,vta
owiinizisi,owiinizisi,vai
oyoosi,oyoosi,vai
ozaawaa,ozaawaa,vii
ozaawaa-zhooniyaawaande,ozaawaazhooniyaawaande,vii
ozaawaa-zhooniyaawaanzo,ozaawaazhooniyaawaanzo,vai
ozaawaabasan,ozaawaabas,vti
ozaawaabate,ozaawaabate,vii
ozaawaabiigad,ozaawaabiigad,vii
ozaawaabiigizi,ozaawaabiigizi,vai
ozaawaabikad,ozaawaabikad,vii
ozaawaabikizi,ozaawaabikizi,vai
ozaawaagamin,ozaawaagami,vii
ozaawaagamishkiinzhigwe,ozaawaagamishkiinzhigwe,vai
ozaawaagonagaa,ozaawaagonagaa,vii
ozaawaakide,ozaawaakide,vii
ozaawaakigane,ozaawaakigane,vai
ozaawaakiz,ozaawaakizw,vta
ozaawaakizan,ozaawaakiz,vti
ozaawaakizigaade,ozaawaakizigaade,vii
ozaawaakizige,ozaawaakizige,vai
ozaawaakizo,ozaawaakizo,vai
ozaawaakondibe,ozaawaakondibe,vai
ozaawaakozi,ozaawaakozi,vai
ozaawaakozide,ozaawaakozide,vai
ozaawaakwad,ozaawaakwad,vii
ozaawaanakwad,ozaawaanakwad,vii
ozaawaanakwagoode,ozaawaanakwagoode,vii
ozaawaandagaaso,ozaawaandagaaso,vai
ozaawaandagizi,ozaawaandagizi,vai
ozaawaande,ozaawaande,vii
ozaawaanikwe,ozaawaanikwe,vai
ozaawaanz,ozaawaanzw,vta
ozaawaanzan,ozaawaanz,vti
ozaawaanzo,ozaawaanzo,vai
ozaawaate,ozaawaate,vii
ozaawaatese,ozaawaatese,vii
ozaawadaawangaa,ozaawadaawangaa,vii
ozaawadaawangad,ozaawadaawangad,vii
ozaawadaawangizi,ozaawadaawangizi,vai
ozaawadis,ozaawadisw,vta
ozaawadisan,ozaawadis,vti
ozaawadiso,ozaawadiso,vai
ozaawadite,ozaawadite,vii
ozaawadowe,ozaawadowe,vai
ozaawakamigaa,ozaawakamigaa,vii
ozaawakone,ozaawakone,vii
ozaawanagekozi,ozaawanagekozi,vai
ozaawanagekwad,ozaawanagekwad,vii
ozaawegad,ozaawegad,vii
ozaawegide,ozaawegide,vii
ozaawegiz,ozaawegizw,vta
ozaawegizan,ozaawegiz,vti
ozaawegizi,ozaawegizi,vai
ozaawegizige,ozaawegizige,vai
ozaawegizo,ozaawegizo,vai
ozaawegizwi,ozaawegizw,vta
