Paradigm,Order,Class,Lemma,Stem,Subject,Object,Mode,Negation,FormSurface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source
VTA,Cnj,VTA_aw,mikaw,mikaw,0SgSubj,3PlProxObj,Neu,Pos,mikaagowaad,<<mikaa>>gowaad,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,0SgSubj,3SgObvObj,Neu,Pos,mikaagonid,<<mikaa>>gonid,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,0SgSubj,3SgProxObj,Neu,Pos,mikaagod,<<mikaa>>god,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,0SgSubj,ExclObj,Neu,Pos,mikaagoyaang,<<mikaa>>goyaang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,0SgSubj,InclObj,Neu,Pos,mikaagoyang,<<mikaa>>goyang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,0SgSubj,1SgObj,Neu,Neg,mikaagosiwaan,<<mikaa>>gosiwaan,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,0SgSubj,2PlObj,Neu,Neg,mikaagosiweg,<<mikaa>>gosiweg,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,0SgSubj,2SgObj,Neu,Neg,mikaagosiwan,<<mikaa>>gosiwan,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,0SgSubj,3PlObvObj,Neu,Neg,mikaagosinig,<<mikaa>>gosinig,RECONFIRM,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,0SgSubj,3PlProxObj,Neu,Neg,mikaagosigwaa,<<mikaa>>gosigwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,0SgSubj,3SgObvObj,Neu,Neg,mikaagosinig,<<mikaa>>gosinig,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,0SgSubj,3SgProxObj,Neu,Neg,mikaagosig,<<mikaa>>gosig,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,0SgSubj,ExclObj,Neu,Neg,mikaagosiwaang,<<mikaa>>gosiwaang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,0SgSubj,InclObj,Neu,Neg,mikaagosiwang,<<mikaa>>gosiwang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,1SgSubj,2PlObj,Neu,Neg,mikoosinonagog,<<mikoo>>sinonagog,NJ-ngs-2023-Aug19,mikoosinowagog,<<mikoo>>sinowagog,GUESS
VTA,Cnj,VTA_aw,mikaw,mikaw,1SgSubj,2SgObj,Neu,Neg,mikoosinowaan,<<mikoo>>sinowaan,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,1SgSubj,3PlObvObj,Neu,Neg,mikawimaasiwag,<<mikaw>>imaasiwag,RECONFIRM,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,1SgSubj,3PlProxObj,Neu,Neg,mikawaasiwagwaa,<<mikaw>>aasiwagwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,1SgSubj,3SgObvObj,Neu,Neg,mikawimaasiwag,<<mikaw>>imaasiwag,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,1SgSubj,3SgProxObj,Neu,Neg,mikawaasiwag,<<mikaw>>aasiwag,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,1SgSubj,2PlObj,Neu,Pos,mikoonagog,<<mikoo>>nagog,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,1SgSubj,2SgObj,Neu,Pos,mikoonaan,<<mikoo>>naan,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,1SgSubj,3PlObvObj,Neu,Pos,mikawimag,<<mikaw>>imag,RECONFIRM,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,1SgSubj,3PlProxObj,Neu,Pos,mikawagwaa,<<mikaw>>agwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,1SgSubj,3SgObvObj,Neu,Pos,mikawimag,<<mikaw>>imag,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,1SgSubj,3SgProxObj,Neu,Pos,mikawag,<<mikaw>>ag,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2PlSubj,1SgObj,Neu,Neg,mikawisiweg,<<mikaw>>i1siweg,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2PlSubj,3PlObvObj,Neu,Neg,mikawimaasiweg,<<mikaw>>imaasiweg,RECONFIRM,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2PlSubj,3PlProxObj,Neu,Neg,mikawaasiwegwaa,<<mikaw>>aasiwegwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2PlSubj,3SgObvObj,Neu,Neg,mikawimaasiweg,<<mikaw>>imaasiweg,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2PlSubj,3SgProxObj,Neu,Neg,mikawaasiweg,<<mikaw>>aasiweg,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2PlSubj,ExclObj,Neu,Neg,mikawisiwaang,<<mikaw>>i1siwaang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2PlSubj,1SgObj,Neu,Pos,mikawiyeg,<<mikaw>>i1yeg,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2PlSubj,3PlObvObj,Neu,Pos,mikawimeg,<<mikaw>>imeg,RECONFIRM,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2PlSubj,3PlProxObj,Neu,Pos,mikawegwaa,<<mikaw>>egwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2PlSubj,3SgObvObj,Neu,Pos,mikawimeg,<<mikaw>>imeg,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2PlSubj,3SgProxObj,Neu,Pos,mikaweg,<<mikaw>>eg,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2PlSubj,ExclObj,Neu,Pos,mikawiyaang,<<mikaw>>i1yaang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2SgSubj,1SgObj,Neu,Neg,mikawisiwan,<<mikaw>>i1siwan,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2SgSubj,3PlObvObj,Neu,Neg,mikawimaasiwad,<<mikaw>>imaasiwad,RECONFIRM,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2SgSubj,3PlProxObj,Neu,Neg,mikawaasiwadwaa,<<mikaw>>aasiwadwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2SgSubj,3SgObvObj,Neu,Neg,mikawimaasiwad,<<mikaw>>imaasiwad,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2SgSubj,3SgProxObj,Neu,Neg,mikawaasiwad,<<mikaw>>aasiwad,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2SgSubj,ExclObj,Neu,Neg,mikawisiwaang,<<mikaw>>i1siwaang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2SgSubj,1SgObj,Neu,Pos,mikawiyan,<<mikaw>>i1yan,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2SgSubj,3PlObvObj,Neu,Pos,mikawimad,<<mikaw>>imad,RECONFIRM,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2SgSubj,3PlProxObj,Neu,Pos,mikawadwaa,<<mikaw>>adwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2SgSubj,3SgObvObj,Neu,Pos,mikawimad,<<mikaw>>imad,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2SgSubj,3SgProxObj,Neu,Pos,mikawad,<<mikaw>>ad,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,2SgSubj,ExclObj,Neu,Pos,mikawiyaang,<<mikaw>>i1yaang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3PlObvSubj,3PlProxObj,Neu,Neg,mikaagosigwaa,<<mikaa>>gosigwaa,RECONFIRM,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3PlObvSubj,3SgProxObj,Neu,Neg,mikaagosig,<<mikaa>>gosig,RECONFIRM,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3PlObvSubj,3PlProxObj,Neu,Pos,mikaagowaad,<<mikaa>>gowaad,RECONFIRM,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3PlObvSubj,3SgProxObj,Neu,Pos,mikaagod,<<mikaa>>god,RECONFIRM,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3PlProxSubj,1SgObj,Neu,Neg,mikawisigwaa,<<mikaw>>i1sigwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3PlProxSubj,2PlObj,Neu,Neg,mikoosinowegwaa,<<mikoo>>sinowegwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3PlProxSubj,2SgObj,Neu,Neg,mikoosinokwaa,<<mikoo>>sinokwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3PlProxSubj,3PlObvObj,Neu,Neg,mikawaasigwaa,<<mikaw>>aasigwaa,RECONFIRM,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3PlProxSubj,3SgObvObj,Neu,Neg,mikawaasigwaa,<<mikaw>>aasigwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3PlProxSubj,ExclObj,Neu,Neg,mikawisinowangidwaa,<<mikaw>>i1sinowangidwaa,NJ-ngs-2023-Aug19,mikawisiwangidwaa,<<mikaw>>i1siwangidwaa,GUESS
VTA,Cnj,VTA_aw,mikaw,mikaw,3PlProxSubj,InclObj,Neu,Neg,mikoosinowangwaa,<<mikoo>>sinowangwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3PlProxSubj,1SgObj,Neu,Pos,mikawiwaad,<<mikaw>>i1waad,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3PlProxSubj,2PlObj,Neu,Pos,mikoonegwaa,<<mikoo>>negwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3PlProxSubj,2SgObj,Neu,Pos,mikaakwaa,<<mikaa>>kwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3PlProxSubj,3PlObvObj,Neu,Pos,mikawaawaad,<<mikaw>>aawaad,RECONFIRM,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3PlProxSubj,3SgObvObj,Neu,Pos,mikawaawaad,<<mikaw>>aawaad,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3PlProxSubj,ExclObj,Neu,Pos,mikaagooyaang,<<mikaw>>gooyaang,NJ-ngs-2023-Aug19,mikawiyangidwaa,<<mikaw>>i1yangidwaa,GUESS
VTA,Cnj,VTA_aw,mikaw,mikaw,3PlProxSubj,InclObj,Neu,Pos,mikoonangwaa,<<mikoo>>nangwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3SgObvSubj,3PlProxObj,Neu,Neg,mikaagosigwaa,<<mikaa>>gosigwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3SgObvSubj,3SgProxObj,Neu,Neg,mikaagosig,<<mikaa>>gosig,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3SgObvSubj,3PlProxObj,Neu,Pos,mikaagowaad,<<mikaa>>gowaad,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3SgObvSubj,3SgProxObj,Neu,Pos,mikaagod,<<mikaa>>god,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3SgProxSubj,1SgObj,Neu,Neg,mikawisig,<<mikaw>>i1sig,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3SgProxSubj,2PlObj,Neu,Neg,mikoosinoweg,<<mikoo>>sinoweg,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3SgProxSubj,2SgObj,Neu,Neg,mikoosinok,<<mikoo>>sinok,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3SgProxSubj,3PlObvObj,Neu,Neg,mikawaasig,<<mikaw>>aasig,RECONFIRM,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3SgProxSubj,3SgObvObj,Neu,Neg,mikawaasig,<<mikaw>>aasig,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3SgProxSubj,ExclObj,Neu,Neg,mikawisinowangid,<<mikaw>>i1sinowangid,NJ-ngs-2023-Aug19,mikawisiwangid,<<mikaw>>i1siwangid,GUESS
VTA,Cnj,VTA_aw,mikaw,mikaw,3SgProxSubj,InclObj,Neu,Neg,mikoosinowang,<<mikoo>>sinowang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3SgProxSubj,1SgObj,Neu,Pos,mikawid,<<mikaw>>i1d,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3SgProxSubj,2PlObj,Neu,Pos,mikooneg,<<mikoo>>neg,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3SgProxSubj,2SgObj,Neu,Pos,mikaak,<<mikaa>>k,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3SgProxSubj,3PlObvObj,Neu,Pos,mikawaad,<<mikaw>>aad,RECONFIRM,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3SgProxSubj,3SgObvObj,Neu,Pos,mikawaad,<<mikaw>>aad,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,3SgProxSubj,ExclObj,Neu,Pos,mikaagooyaang,<<mikaw>>gooyaang,NJ-ngs-2023-Aug19,mikawiyangid,<<mikaw>>i1yangid,GUESS
VTA,Cnj,VTA_aw,mikaw,mikaw,3SgProxSubj,InclObj,Neu,Pos,mikoonang,<<mikoo>>nang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,ExclSubj,2PlObj,Neu,Neg,mikaagoosiweg,<<mikaa>>goosiweg,NJ-ngs-2023-Aug19,mikaagosiweg,<<mikaa>>gosiweg,GUESS
VTA,Cnj,VTA_aw,mikaw,mikaw,ExclSubj,2SgObj,Neu,Neg,mikaagoosiwan,<<mikaa>>goosiwan,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,ExclSubj,3PlObvObj,Neu,Neg,mikawaasiwangidwaa,<<mikaw>>aasiwangidwaa,RECONFIRM,mikawimaasiwangid,<<mikaw>>imaasiwangid,GUESS
VTA,Cnj,VTA_aw,mikaw,mikaw,ExclSubj,3PlProxObj,Neu,Neg,mikawaasiwangidwaa,<<mikaw>>aasiwangidwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,ExclSubj,3SgObvObj,Neu,Neg,mikawimaasiwangid,<<mikaw>>imaasiwangid,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,ExclSubj,3SgProxObj,Neu,Neg,mikawaasiwangid,<<mikaw>>aasiwangid,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,ExclSubj,2PlObj,Neu,Pos,mikaagooyeg,<<mikaa>>gooyeg,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,ExclSubj,2SgObj,Neu,Pos,mikaagooyan,<<mikaa>>gooyan,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,ExclSubj,3PlObvObj,Neu,Pos,mikawimangid,<<mikaw>>imangid,RECONFIRM,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,ExclSubj,3PlProxObj,Neu,Pos,mikawangidwaa,<<mikaw>>angidwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,ExclSubj,3SgObvObj,Neu,Pos,mikawimangid,<<mikaw>>imangid,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,ExclSubj,3SgProxObj,Neu,Pos,mikawangid,<<mikaw>>angid,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,InclSubj,3PlObvObj,Neu,Neg,mikawaasiwangwaa,<<mikaw>>aasiwangwaa,RECONFIRM,mikawimaasiwang,<<mikaw>>imaasiwang,GUESS
VTA,Cnj,VTA_aw,mikaw,mikaw,InclSubj,3PlProxObj,Neu,Neg,mikawaasiwangwaa,<<mikaw>>aasiwangwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,InclSubj,3SgObvObj,Neu,Neg,mikawimaasiwang,<<mikaw>>imaasiwang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,InclSubj,3SgProxObj,Neu,Neg,mikawaasiwang,<<mikaw>>aasiwang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,InclSubj,3PlObvObj,Neu,Pos,mikawimang,<<mikaw>>imang,RECONFIRM,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,InclSubj,3PlProxObj,Neu,Pos,mikawangwaa,<<mikaw>>angwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,InclSubj,3SgObvObj,Neu,Pos,mikawimang,<<mikaw>>imang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,InclSubj,3SgProxObj,Neu,Pos,mikawang,<<mikaw>>ang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,XSubj,1SgObj,Neu,Neg,mikaagoosiwaan,<<mikaa>>goosiwaan,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,XSubj,2PlObj,Neu,Neg,mikaagoosiweg,<<mikaa>>goosiweg,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,XSubj,2SgObj,Neu,Neg,mikaagoosiwan,<<mikaa>>goosiwan,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,XSubj,3PlObvObj,Neu,Neg,mikawaasiwindwaa,<<mikaw>>aasiwindwaa,RECONFIRM,mikawimaasiwind,<<mikaw>>imaasiwind,GUESS
VTA,Cnj,VTA_aw,mikaw,mikaw,XSubj,3PlProxObj,Neu,Neg,mikawaasiwindwaa,<<mikaw>>aasiwindwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,XSubj,3SgObvObj,Neu,Neg,mikawimaasiwind,<<mikaw>>imaasiwind,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,XSubj,3SgProxObj,Neu,Neg,mikawaasiwind,<<mikaw>>aasiwind,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,XSubj,ExclObj,Neu,Neg,mikaagoosiwaang,<<mikaa>>goosiwaang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,XSubj,InclObj,Neu,Neg,mikaagoosiwang,<<mikaa>>goosiwang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,XSubj,1SgObj,Neu,Pos,mikaagooyaan,<<mikaa>>gooyaan,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,XSubj,2PlObj,Neu,Pos,mikaagooyeg,<<mikaa>>gooyeg,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,XSubj,2SgObj,Neu,Pos,mikaagooyan,<<mikaa>>gooyan,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,XSubj,3PlObvObj,Neu,Pos,mikawimind,<<mikaw>>imind,RECONFIRM,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,XSubj,3PlProxObj,Neu,Pos,mikawindwaa,<<mikaw>>indwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,XSubj,3SgObvObj,Neu,Pos,mikawimind,<<mikaw>>imind,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,XSubj,3SgProxObj,Neu,Pos,mikawind,<<mikaw>>ind,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,XSubj,ExclObj,Neu,Pos,mikaagooyaang,<<mikaa>>gooyaang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_aw,mikaw,mikaw,XSubj,InclObj,Neu,Pos,mikaagooyang,<<mikaa>>gooyang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0PlSubj,1SgObj,Neu,Pos,miinigoyaan,<<miin>>igoyaan,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0PlSubj,2PlObj,Neu,Pos,miinigoyeg,<<miin>>igoyeg,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0PlSubj,2SgObj,Neu,Pos,miinigoyan,<<miin>>igoyan,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0PlSubj,3PlObvObj,Neu,Pos,miinigonid,<<miin>>igonid,RECONFIRM,,,
VTA,Cnj,VTA_n,miizh,miin1,0PlSubj,3PlProxObj,Neu,Pos,miinigowaad,<<miin>>igowaad,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0PlSubj,3SgObvObj,Neu,Pos,miinigonid,<<miin>>igonid,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0PlSubj,3SgProxObj,Neu,Pos,miinigod,<<miin>>igod,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0PlSubj,ExclObj,Neu,Pos,miinigoyaang,<<miin>>igoyaang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0PlSubj,InclObj,Neu,Pos,miinigoyang,<<miin>>igoyang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0PlSubj,1SgObj,Neu,Neg,miinigosiwaan,<<miin>>igosiwaan,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0PlSubj,2PlObj,Neu,Neg,miinigosiweg,<<miin>>igosiweg,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0PlSubj,2SgObj,Neu,Neg,miinigosiwan,<<miin>>igosiwan,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0PlSubj,3PlObvObj,Neu,Neg,miinigosinig,<<miin>>igosinig,RECONFIRM,,,
VTA,Cnj,VTA_n,miizh,miin1,0PlSubj,3PlProxObj,Neu,Neg,miinigosigwaa,<<miin>>igosigwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0PlSubj,3SgObvObj,Neu,Neg,miinigosinig,<<miin>>igosinig,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0PlSubj,3SgProxObj,Neu,Neg,miinigosig,<<miin>>igosig,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0PlSubj,ExclObj,Neu,Neg,miinigosiwaang,<<miin>>igosiwaang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0PlSubj,InclObj,Neu,Neg,miinigosiwang,<<miin>>igosiwang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0SgSubj,1SgObj,Neu,Pos,miinigoyaan,<<miin>>igoyaan,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0SgSubj,2PlObj,Neu,Pos,miinigoyeg,<<miin>>igoyeg,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0SgSubj,2SgObj,Neu,Pos,miinigoyan,<<miin>>igoyan,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0SgSubj,3PlObvObj,Neu,Pos,miinigonid,<<miin>>igonid,RECONFIRM,,,
VTA,Cnj,VTA_n,miizh,miin1,0SgSubj,3PlProxObj,Neu,Pos,miinigowaad,<<miin>>igowaad,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0SgSubj,3SgObvObj,Neu,Pos,miinigonid,<<miin>>igonid,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0SgSubj,3SgProxObj,Neu,Pos,miinigod,<<miin>>igod,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0SgSubj,ExclObj,Neu,Pos,miinigoyaang,<<miin>>igoyaang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0SgSubj,InclObj,Neu,Pos,miinigoyang,<<miin>>igoyang,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0SgSubj,1SgObj,Neu,Neg,miinigosiwaan,<<miin>>igosiwaan,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0SgSubj,2PlObj,Neu,Neg,miinigosiweg,<<miin>>igosiweg,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0SgSubj,2SgObj,Neu,Neg,miinigosiwan,<<miin>>igosiwan,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0SgSubj,3PlObvObj,Neu,Neg,miinigosinig,<<miin>>igosinig,RECONFIRM,,,
VTA,Cnj,VTA_n,miizh,miin1,0SgSubj,3PlProxObj,Neu,Neg,miinigosigwaa,<<miin>>igosigwaa,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0SgSubj,3SgObvObj,Neu,Neg,miinigosinig,<<miin>>igosinig,NJ-ngs-2023-Aug19,,,
VTA,Cnj,VTA_n,miizh,miin1,0SgSubj,3SgProxObj,Neu,Neg,miinigosig,<<miin>>igosig,NJ-ngs-2023-Aug19,,,
