,Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source
134,NAD,NAD_Vw,nishi,nishiw2,2PlPoss,Dim,Poss,NONE,NONE,ObvPl,ginishiinsimiwaa',g<<nishiw2>>V1nsimiwaa',JDN-2010-Nouns,ginishiinsimiwaan,g<<nishiw2>>V1nsimiwaan,JDN-2010-Nouns
135,NAD,NAD_Vw,nishi,nishiw2,3SgProxPoss,Dim,Poss,NONE,NONE,ObvPl,onishiinsima',w<<nishiw2>>V1nsima',JDN-2010-Nouns,onishiinsiman,w<<nishiw2>>V1nsiman,JDN-2010-Nouns
136,NAD,NAD_Vw,nishi,nishiw2,3PlProxPoss,Dim,Poss,NONE,NONE,ObvPl,onishiinsimiwaa',w<<nishiw2>>V1nsimiwaa',JDN-2010-Nouns,onishiinsimiwaan,w<<nishiw2>>V1nsimiwaan,JDN-2010-Nouns
137,NAD,NAD_Vw,nishi,nishiw2,3SgObvPoss,Dim,Poss,NONE,NONE,ObvPl,onishiinsimini,w<<nishiw2>>V1nsiminiw1,JDN-2010-Nouns,onishiinsimini,w<<nishiw2>>V1nsiminiw1,JDN-2010-Nouns
138,NAD,NAD_Vw,nishi,nishiw2,3PlObvPoss,Dim,Poss,NONE,NONE,ObvPl,onishiinsimini,w<<nishiw2>>V1nsiminiw1,GUESS,onishiinsimini,w<<nishiw2>>V1nsiminiw1,GUESS
167,NAD,NAD_Vw,nishi,nishiw2,1SgPoss,NONE,NONE,Pej,NONE,ObvPl,ninishiwisha',n<<nishiw2>>isha',JDN-2010-Nouns,ninishiwishan,n<<nishiw2>>ishan,JDN-2010-Nouns
168,NAD,NAD_Vw,nishi,nishiw2,ExclPoss,NONE,NONE,Pej,NONE,ObvPl,ninishiwishinaani',n<<nishiw2>>ishinaani',JDN-2010-Nouns,ninishiwishinaanin,n<<nishiw2>>ishinaanin,JDN-2010-Nouns
169,NAD,NAD_Vw,nishi,nishiw2,InclPoss,NONE,NONE,Pej,NONE,ObvPl,ginishiwishinaani',g<<nishiw2>>ishinaani',JDN-2010-Nouns,ginishiwishinaanin,g<<nishiw2>>ishinaanin,JDN-2010-Nouns
170,NAD,NAD_Vw,nishi,nishiw2,2SgPoss,NONE,NONE,Pej,NONE,ObvPl,ginishiwisha',g<<nishiw2>>isha',JDN-2010-Nouns,ginishiwishan,g<<nishiw2>>ishan,JDN-2010-Nouns
171,NAD,NAD_Vw,nishi,nishiw2,2PlPoss,NONE,NONE,Pej,NONE,ObvPl,ginishiwishiwaa',g<<nishiw2>>ishiwaa',JDN-2010-Nouns,ginishiwishiwaan,g<<nishiw2>>ishiwaan,JDN-2010-Nouns
172,NAD,NAD_Vw,nishi,nishiw2,3SgProxPoss,NONE,NONE,Pej,NONE,ObvPl,onishiwisha',w<<nishiw2>>isha',JDN-2010-Nouns,onishiwishan,w<<nishiw2>>ishan,JDN-2010-Nouns
173,NAD,NAD_Vw,nishi,nishiw2,3PlProxPoss,NONE,NONE,Pej,NONE,ObvPl,onishiwishiwaa',w<<nishiw2>>ishiwaa',JDN-2010-Nouns,onishiwishiwaan,w<<nishiw2>>ishiwaan,JDN-2010-Nouns
174,NAD,NAD_Vw,nishi,nishiw2,3SgObvPoss,NONE,NONE,Pej,NONE,ObvPl,onishiwishini,w<<nishiw2>>ishiniw1,JDN-2010-Nouns,onishiwishini,w<<nishiw2>>ishiniw1,JDN-2010-Nouns
175,NAD,NAD_Vw,nishi,nishiw2,3PlObvPoss,NONE,NONE,Pej,NONE,ObvPl,onishiwishini,w<<nishiw2>>ishiniw1,GUESS,onishiwishini,w<<nishiw2>>ishiniw1,GUESS
204,NAD,NAD_Vw,nishi,nishiw2,1SgPoss,NONE,Poss,Pej,NONE,ObvPl,ninishiimisha',n<<nishiw2>>V1misha',JDN-2010-Nouns,ninishiimishan,n<<nishiw2>>V1mishan,JDN-2010-Nouns
205,NAD,NAD_Vw,nishi,nishiw2,ExclPoss,NONE,Poss,Pej,NONE,ObvPl,ninishiimishinaani',n<<nishiw2>>V1mishinaani',JDN-2010-Nouns,ninishiimishinaanin,n<<nishiw2>>V1mishinaanin,JDN-2010-Nouns
206,NAD,NAD_Vw,nishi,nishiw2,InclPoss,NONE,Poss,Pej,NONE,ObvPl,ginishiimishinaani',g<<nishiw2>>V1mishinaani',JDN-2010-Nouns,ginishiimishinaanin,g<<nishiw2>>V1mishinaanin,JDN-2010-Nouns
207,NAD,NAD_Vw,nishi,nishiw2,2SgPoss,NONE,Poss,Pej,NONE,ObvPl,ginishiimisha',g<<nishiw2>>V1misha',JDN-2010-Nouns,ginishiimishan,g<<nishiw2>>V1mishan,JDN-2010-Nouns
208,NAD,NAD_Vw,nishi,nishiw2,2PlPoss,NONE,Poss,Pej,NONE,ObvPl,ginishiimishiwaa',g<<nishiw2>>V1mishiwaa',JDN-2010-Nouns,ginishiimishiwaan,g<<nishiw2>>V1mishiwaan,JDN-2010-Nouns
209,NAD,NAD_Vw,nishi,nishiw2,3SgProxPoss,NONE,Poss,Pej,NONE,ObvPl,onishiimisha',w<<nishiw2>>V1misha',JDN-2010-Nouns,onishiimishan,w<<nishiw2>>V1mishan,JDN-2010-Nouns
210,NAD,NAD_Vw,nishi,nishiw2,3PlProxPoss,NONE,Poss,Pej,NONE,ObvPl,onishiimishiwaa',w<<nishiw2>>V1mishiwaa',JDN-2010-Nouns,onishiimishiwaan,w<<nishiw2>>V1mishiwaan,JDN-2010-Nouns
211,NAD,NAD_Vw,nishi,nishiw2,3SgObvPoss,NONE,Poss,Pej,NONE,ObvPl,onishiimishini,w<<nishiw2>>V1mishiniw1,JDN-2010-Nouns,onishiimishini,w<<nishiw2>>V1mishiniw1,JDN-2010-Nouns
212,NAD,NAD_Vw,nishi,nishiw2,3PlObvPoss,NONE,Poss,Pej,NONE,ObvPl,onishiimishini,w<<nishiw2>>V1mishiniw1,GUESS,onishiimishini,w<<nishiw2>>V1mishiniw1,GUESS
241,NAD,NAD_Vw,nishi,nishiw2,1SgPoss,NONE,NONE,NONE,Pret,ObvPl,ninishiwibanii',n<<nishiw2>>ibanii',JDN-2010-Nouns,ninishiwibaniin,n<<nishiw2>>ibaniin,JDN-2010-Nouns
