Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source
Anim,C-final,zhiishiib,<<zhiishiib>>,ExclPoss,Dim,NA,NA,NA,ObvSg,nizhiishiibensinaanin,ni<<zhiishiib>>ensinaanin,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,InclPoss,Dim,NA,NA,NA,ObvSg,gizhiishiibensinaanin,gi<<zhiishiib>>ensinaanin,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,2SgPoss,Dim,NA,NA,NA,ObvSg,gizhiishiibensan,gi<<zhiishiib>>ensan,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,2PlPoss,Dim,NA,NA,NA,ObvSg,gizhiishiibensiwaan,gi<<zhiishiib>>ensiwaan,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3SgProxPoss,Dim,NA,NA,NA,ObvSg,ozhiishiibensan,o<<zhiishiib>>ensan,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3PlProxPoss,Dim,NA,NA,NA,ObvSg,ozhiishiibensiwaan,o<<zhiishiib>>ensiwaan,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3SgObvPoss,Dim,NA,NA,NA,ObvSg,ozhiishiibensini,o<<zhiishiib>>ensini,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3PlObvPoss,Dim,NA,NA,NA,ObvSg,ozhiishiibensini,o<<zhiishiib>>ensini,GUESS,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,1SgPoss,Dim,NA,NA,NA,ObvPl,nizhiishiibensa',ni<<zhiishiib>>ensa',JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,ExclPoss,Dim,NA,NA,NA,ObvPl,nizhiishiibensinaani',ni<<zhiishiib>>ensinaani',JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,InclPoss,Dim,NA,NA,NA,ObvPl,gizhiishiibensinaani',gi<<zhiishiib>>ensinaani',JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,2SgPoss,Dim,NA,NA,NA,ObvPl,gizhiishiibensa',gi<<zhiishiib>>ensa',JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,2PlPoss,Dim,NA,NA,NA,ObvPl,gizhiishiibensiwaa',gi<<zhiishiib>>ensiwaa',JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3SgProxPoss,Dim,NA,NA,NA,ObvPl,ozhiishiibensa',o<<zhiishiib>>ensa',JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3PlProxPoss,Dim,NA,NA,NA,ObvPl,ozhiishiibensiwaa',o<<zhiishiib>>ensiwaa',JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3SgObvPoss,Dim,NA,NA,NA,ObvPl,ozhiishiibensini,o<<zhiishiib>>ensini,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3PlObvPoss,Dim,NA,NA,NA,ObvPl,ozhiishiibensini,o<<zhiishiib>>ensini,GUESS,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,1SgPoss,Dim,NA,NA,NA,Loc,nizhiishiibensing,ni<<zhiishiib>>ensing,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,ExclPoss,Dim,NA,NA,NA,Loc,nizhiishiibensinaang,ni<<zhiishiib>>ensinaang,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,InclPoss,Dim,NA,NA,NA,Loc,gizhiishiibensinaang,gi<<zhiishiib>>ensinaang,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,2SgPoss,Dim,NA,NA,NA,Loc,gizhiishiibensing,gi<<zhiishiib>>ensing,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,2PlPoss,Dim,NA,NA,NA,Loc,gizhiishiibensiwaang,gi<<zhiishiib>>ensiwaang,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3SgProxPoss,Dim,NA,NA,NA,Loc,ozhiishiibensing,o<<zhiishiib>>ensing,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3PlProxPoss,Dim,NA,NA,NA,Loc,ozhiishiibensiwaang,o<<zhiishiib>>ensiwaang,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3SgObvPoss,Dim,NA,NA,NA,Loc,ozhiishiibensining,o<<zhiishiib>>ensining,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,3PlObvPoss,Dim,NA,NA,NA,Loc,ozhiishiibensining,o<<zhiishiib>>ensining,GUESS,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,1SgPoss,Dim,Poss,NA,NA,ProxSg,nizhiishiibensim,ni<<zhiishiib>>ensim,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,ExclPoss,Dim,Poss,NA,NA,ProxSg,nizhiishiibensiminaan,ni<<zhiishiib>>ensiminaan,JDN-2010-Nouns,,,
Anim,C-final,zhiishiib,<<zhiishiib>>,InclPoss,Dim,Poss,NA,NA,ProxSg,gizhiishiibensiminaan,gi<<zhiishiib>>ensiminaan,JDN-2010-Nouns,,,
