,Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source
103,NA,NA_C,zhiishiib,zhiishiib,3PlProxPoss,NONE,Poss,NONE,NONE,Loc,ozhiishiibimiwaang,o<<zhiishiib>>imiwaang,JDN-2010-Nouns
104,NA,NA_C,zhiishiib,zhiishiib,3SgObvPoss,NONE,Poss,NONE,NONE,Loc,ozhiishiibimining,o<<zhiishiib>>imining,JDN-2010-Nouns
105,NA,NA_C,zhiishiib,zhiishiib,3PlObvPoss,NONE,Poss,NONE,NONE,Loc,ozhiishiibimining,o<<zhiishiib>>imining,GUESS
106,NA,NA_C,zhiishiib,zhiishiib,1SgPoss,Dim,NONE,NONE,NONE,ProxSg,ninzhiishiibens,ni<<zhiishiib>>ens,JDN-2010-Nouns
107,NA,NA_C,zhiishiib,zhiishiib,ExclPoss,Dim,NONE,NONE,NONE,ProxSg,ninzhiishiibensinaan,ni<<zhiishiib>>ensinaan,JDN-2010-Nouns
108,NA,NA_C,zhiishiib,zhiishiib,InclPoss,Dim,NONE,NONE,NONE,ProxSg,gizhiishiibensinaan,gi<<zhiishiib>>ensinaan,JDN-2010-Nouns
109,NA,NA_C,zhiishiib,zhiishiib,2SgPoss,Dim,NONE,NONE,NONE,ProxSg,gizhiishiibens,gi<<zhiishiib>>ens,JDN-2010-Nouns
110,NA,NA_C,zhiishiib,zhiishiib,2PlPoss,Dim,NONE,NONE,NONE,ProxSg,gizhiishiibensiwaa,gi<<zhiishiib>>ensiwaa,JDN-2010-Nouns
111,NA,NA_C,zhiishiib,zhiishiib,1SgPoss,Dim,NONE,NONE,NONE,ProxPl,ninzhiishiibensag,ni<<zhiishiib>>ensag,JDN-2010-Nouns
112,NA,NA_C,zhiishiib,zhiishiib,ExclPoss,Dim,NONE,NONE,NONE,ProxPl,ninzhiishiibensinaanig,ni<<zhiishiib>>ensinaanig,JDN-2010-Nouns
113,NA,NA_C,zhiishiib,zhiishiib,InclPoss,Dim,NONE,NONE,NONE,ProxPl,gizhiishiibensinaanig,gi<<zhiishiib>>ensinaanig,JDN-2010-Nouns
114,NA,NA_C,zhiishiib,zhiishiib,2SgPoss,Dim,NONE,NONE,NONE,ProxPl,gizhiishiibensag,gi<<zhiishiib>>ensag,JDN-2010-Nouns
115,NA,NA_C,zhiishiib,zhiishiib,2PlPoss,Dim,NONE,NONE,NONE,ProxPl,gizhiishiibensiwaag,gi<<zhiishiib>>ensiwaag,JDN-2010-Nouns
116,NA,NA_C,zhiishiib,zhiishiib,1SgPoss,Dim,NONE,NONE,NONE,ObvSg,ninzhiishiibensan,ni<<zhiishiib>>ensan,JDN-2010-Nouns
117,NA,NA_C,zhiishiib,zhiishiib,ExclPoss,Dim,NONE,NONE,NONE,ObvSg,ninzhiishiibensinaanin,ni<<zhiishiib>>ensinaanin,JDN-2010-Nouns
118,NA,NA_C,zhiishiib,zhiishiib,InclPoss,Dim,NONE,NONE,NONE,ObvSg,gizhiishiibensinaanin,gi<<zhiishiib>>ensinaanin,JDN-2010-Nouns
119,NA,NA_C,zhiishiib,zhiishiib,2SgPoss,Dim,NONE,NONE,NONE,ObvSg,gizhiishiibensan,gi<<zhiishiib>>ensan,JDN-2010-Nouns
120,NA,NA_C,zhiishiib,zhiishiib,2PlPoss,Dim,NONE,NONE,NONE,ObvSg,gizhiishiibensiwaan,gi<<zhiishiib>>ensiwaan,JDN-2010-Nouns
121,NA,NA_C,zhiishiib,zhiishiib,3SgProxPoss,Dim,NONE,NONE,NONE,ObvSg,ozhiishiibensan,o<<zhiishiib>>ensan,JDN-2010-Nouns
122,NA,NA_C,zhiishiib,zhiishiib,3PlProxPoss,Dim,NONE,NONE,NONE,ObvSg,ozhiishiibensiwaan,o<<zhiishiib>>ensiwaan,JDN-2010-Nouns
123,NA,NA_C,zhiishiib,zhiishiib,3SgObvPoss,Dim,NONE,NONE,NONE,ObvSg,ozhiishiibensini,o<<zhiishiib>>ensiniw1,JDN-2010-Nouns
124,NA,NA_C,zhiishiib,zhiishiib,3PlObvPoss,Dim,NONE,NONE,NONE,ObvSg,ozhiishiibensini,o<<zhiishiib>>ensiniw1,GUESS
125,NA,NA_C,zhiishiib,zhiishiib,1SgPoss,Dim,NONE,NONE,NONE,ObvPl,ninzhiishiibensa',ni<<zhiishiib>>ensa',JDN-2010-Nouns
